"OBJECTID","WELLWIDTH","WELLLENGTH","PAREAWIDTH","LOWWELL","SPECIES","ADDRNUM","STNAME"
35598,"0","0","3","None","Celtis sp",5340,"JAMES AV"
35599,"3","3","0","Low","Fraxinus o. `Raywood'",5373,"SHAFTER AV"
35600,"0","0","3","None","Celtis sp",368,"CAVOUR ST"
35601,"0","0","3","None","Malus sp",6200,"MANOA ST"
35602,"2","3","0","None","Fraxinus o. `Raywood'",398,"51ST ST"
35603,"0","0","2.50","None","Ulmus parvifolia",6298,"CANNING ST"
35604,"0","0","8","None","Other",6565,"CHABOT RD"
35605,"2.5","4","0","None","Pyrus kawakami",5335,"BOYD AV"
35606,"2.5","4","0","None","Pyrus calleryana cvs",5940,"COLLEGE AV"
35607,"0","0","5","None","Liquidambar styraciflua",425,"HUDSON ST"
35608,"3","3","0","None","Prunus sp",383,"63RD ST"
35609,"0","0","7","None","Ulmus parvifolia",6032,"CHABOT RD"
35610,"1","2","0","Moderate","Prunus sp",5118,"CLARKE ST"
35611,"2.50","2.50","0","Low","Fraxinus o. `Raywood'",5333,"SHAFTER AV"
35612,"4.5","10","0","None","Liquidambar styraciflua",424,"CAVOUR ST"
35613,"0","0","3","None","Pistacia chinensis",5336,"THOMAS AV"
35614,"3","3","0","None","Magnolia grandiflora",6387,"DANA ST"
35615,"0","0","3","None","Prunus cerasifera/blireiana",6025,"MONROE AV"
35616,"0","0","4","None","Ulmus parvifolia",6298,"CANNING ST"
35617,"3","3","0","None","Unknown",5524,"MANILA AV"
35618,"0","0","4","None","Other",5606,"OCEAN VIEW DR"
35619,"2","3","0","Low","Crataegus phaenopyrum",5448,"LOCKSLEY AV"
35620,"0","0","3","None","Gleditsia triacanthos",428,"NORTH ST"
35621,"0","0","2","None","Pyrus kawakami",6217,"ROSS ST"
35622,"0","0","3","None","Other",36,"EUCALYPTUS RD"
35623,"3","3","0","None","Platanus acerifolia",5539,"KALES AV"
35624,"0","0","5","None","Pyrus calleryana cvs",382,"CAVOUR ST"
35625,"0","0","2.5","None","Crataegus phaenopyrum",4266,"GILBERT ST"
35626,"0","0","3","None","Pistacia chinensis",5937,"TAFT AV"
35627,"4","6","0","None","Fraxinus o. `Raywood'",5353,"SHAFTER AV"
35628,"0","0","3.50","None","Ulmus parvifolia",5545,"TAFT AV"
35629,"3","4","0","None","Celtis sp",5220,"JAMES AV"
35630,"0","0","2","None","Pistacia chinensis",5830,"CLOVER DR"
35631,"0","0","3","None","Platanus acerifolia",5491,"KALES AV"
35632,"2","3","0","None","Callistemon sp",6201,"CLAREMONT AV"
35633,"1","1","0","None","Ginkgo biloba",6419,"MYSTIC ST"
35634,"0","0","3","None","Prunus cerasifera/blireiana",6368,"MYSTIC ST"
35635,"2.5","3.5","0","Moderate","Prunus cerasifera/blireiana",401,"CAVOUR ST"
35636,"0","0","3.50","None","Platanus acerifolia",5861,"OCEAN VIEW DR"
35637,"2","3","0","None","Robinia hybrid",5286,"MANILA AV"
35638,"3.5","11","0","Low","Sapium sebiferum",5529,"LAWTON AV"
35639,"0","0","1.5","None","Prunus sp",6225,"HARWOOD AV"
35640,"0","0","3.5","None","Platanus acerifolia",5821,"OCEAN VIEW DR"
35641,"3.5","3.5","0","Low","Platanus acerifolia",5618,"SHAFTER AV"
35642,"3","3","0","None","Ginkgo biloba",86,"EUCALYPTUS RD"
35643,"0","0","3","None","Quercus sp",5245,"MANILA AV"
35644,"0","0","3","None","Pyrus calleryana cvs",5351,"BELGRAVE PL"
35645,"3.5","3","0","None","Ulmus parvifolia",6517,"HARWOOD AV"
35646,"0","0","3","None","Fraxinus o. `Raywood'",5466,"THOMAS AV"
35647,"0","0","3","None","Crataegus phaenopyrum",5353,"THOMAS AV"
35648,"0","0","3.5","None","Prunus sp",485,"CAVOUR ST"
35649,"0","0","3","None","Platanus acerifolia",5457,"KALES AV"
35650,"0","0","2.50","None","Betula sp",5870,"BIRCH CT"
35651,"0","0","4","None","Quercus sp",2600,"WOOLSEY ST"
35652,"3","4.5","0","Low","Pyrus calleryana cvs",5824,"COLLEGE AV"
35653,"3.5","3.5","0","Low","Platanus acerifolia",5625,"COLLEGE AV"
35654,"0","0","4","None","Fraxinus sp",6325,"COLBY ST"
35655,"0","0","3.5","None","Ulmus parvifolia",5489,"TAFT AV"
35656,"0","0","3.50","None","Platanus acerifolia",5562,"KALES AV"
35657,"3","3","0","None","Prunus cerasifera/blireiana",6400,"BENVENUE AV"
35658,"0","0","2.50","None","Unknown",5920,"ROSS ST"
35659,"2","4","0","None","Pyrus kawakami",6033,"ROCKWELL ST"
35660,"3.5","8","0","Low","Liquidambar styraciflua",5517,"LAWTON AV"
35661,"0","0","4.5","None","Liquidambar styraciflua",434,"CAVOUR ST"
35662,"2","45","0","None","Platanus acerifolia",6686,"CHABOT RD"
35663,"0","0","2.50","None","Platanus acerifolia",350,"FOREST ST"
35664,"0","0","3","None","Callistemon sp",5315,"THOMAS AV"
35665,"0","0","8","None","Ginkgo biloba",6425,"CHABOT RD"
35666,"0","0","2","None","Pyrus kawakami",6172,"HARWOOD AV"
35667,"2","3","0","None","Platanus acerifolia",0,"None"
35668,"3","5","0","None","Ulmus parvifolia",5265,"MANILA AV"
35669,"0","0","2.5","None","Acer sp",563,"FOREST ST"
35670,"2","4","0","None","Aesculus carnea",5290,"BROADWAY TR"
35671,"0","0","3","None","Pistacia chinensis",5934,"TAFT AV"
35672,"0","0","3.50","None","Platanus acerifolia",5803,"LAWTON AV"
35673,"0","0","2.5","None","Ulmus parvifolia",5934,"AYALA AV"
35674,"0","0","3","None","Pistacia chinensis",6100,"TAFT AV"
35675,"0","0","3","None","Liquidambar styraciflua",5273,"COLLEGE AV"
35676,"0","0","8","None","Ginkgo biloba",6425,"CHABOT RD"
35677,"2","3","0","None","Schinus molle",6201,"ROCKWELL ST"
35678,"0","0","2","None","Pistacia chinensis",5857,"CHABOT CT"
35679,"0","0","3","None","Prunus sp",5201,"MANILA AV"
35680,"0","0","3","None","Pyrus calleryana cvs",6107,"HARWOOD AV"
35681,"0","0","0","None","Prunus cerasifera/blireiana",382,"CAVOUR ST"
35682,"0","0","3","None","Pinus sp",6300,"CLAREMONT AV"
35683,"0","0","4","None","Fraxinus sp",5827,"PRESLEY WY"
35684,"0","0","3","None","Pistacia chinensis",5935,"TAFT AV"
35685,"0","0","3","None","Schinus terebinthefolia",5332,"COLLEGE AV"
35686,"0","0","2.50","None","Pistacia chinensis",425,"62ND ST"
35687,"0","0","3","None","Unknown",5413,"THOMAS AV"
35688,"0","0","3","None","Pistacia chinensis",6112,"TAFT AV"
35689,"3","3","0","None","Pyrus calleryana cvs",5391,"COLLEGE AV"
35690,"2.5","2.50","0","High","Robinia hybrid",5301,"LAWTON AV"
35691,"3.5","2.5","0","Low","Platanus acerifolia",5450,"COLLEGE AV"
35692,"3","5","0","None","Pyrus calleryana cvs",5399,"BELGRAVE PL"
35693,"0","0","3","None","Pittosporum undulatum",6451,"MYSTIC ST"
35694,"2","3","0","None","Prunus sp",348,"GLENDALE AV"
35695,"0","0","2","None","Prunus sp",5451,"MANILA AV"
35696,"0","0","3","None","Robinia hybrid",5175,"BROADWAY"
35697,"0","0","4","None","Celtis sp",469,"63RD ST"
35698,"3.50","2.5","0","Moderate","Platanus acerifolia",5450,"COLLEGE AV"
35699,"3","3","0","None","Prunus sp",330,"62ND ST"
35700,"0","0","3","None","Olea europaea",6451,"FLORIO ST"
35701,"0","0","1.5","None","Other",87,"ROSS CR"
35702,"0","0","2","None","Liquidambar styraciflua",309,"63RD ST"
35703,"0","0","4","None","Acacia sp",6438,"HILLEGASS AV"
35704,"2.5","3","0","Low","Fraxinus sp",394,"51ST ST"
35705,"0","0","2","None","Nerium oleander",6209,"ROSS ST"
35706,"0","0","4","None","Celtis sp",6628,"CHABOT RD"
35707,"0","0","2.5","None","Celtis sp",5273,"LAWTON AV"
35708,"3","3","0","None","Pyrus calleryana cvs",5422,"COLLEGE AV"
35709,"2","2","0","None","Fraxinus o. `Raywood'",5230,"DESMOND ST"
35710,"0","0","2","None","Quercus ilex",6765,"MANOR CREST"
35711,"3","3","0","Low","Platanus acerifolia",5609,"COLLEGE AV"
35712,"0","0","4","None","Fraxinus sp",377,"63RD ST"
35713,"0","0","2.5","None","Unknown",5920,"ROSS ST"
35714,"0","0","3.50","None","Robinia hybrid",5185,"MILES AV"
35715,"3","20","0","None","Eriobotrya japonica",0,"None"
35716,"2","4","0","None","Cercis sp",6016,"HARWOOD AV"
35717,"3","4","0","Low","Pyrus calleryana cvs",5418,"COLLEGE AV"
35718,"2","3","0","None","Lagerstroemia indica",5386,"LOCKSLEY AV"
35719,"2","4","0","Low","Pyrus kawakami",5360,"BOYD AV"
35720,"4","11","0","Low","Liquidambar styraciflua",5362,"MILES AV"
35721,"0","0","3","None","Quercus sp",5300,"MANILA AV"
35722,"0","0","3","None","Melaleuca sp",460,"63RD ST"
35723,"0","0","2.50","None","Prunus cerasifera/blireiana",6127,"HILLEGASS AV"
35724,"0","0","4","None","Pyrus calleryana cvs",5223,"BOYD AV"
35725,"0","0","3","None","Ginkgo biloba",6451,"MYSTIC ST"
35726,"0","0","3","None","Acer sp",5207,"DESMOND ST"
35727,"0","0","3","None","Acer sp",5339,"THOMAS AV"
35728,"0","0","4","None","Fraxinus sp",375,"61ST ST"
35729,"5","6","0","None","Cedrus sp",350,"ALCATRAZ AV"
35730,"0","0","3.50","None","Prunus cerasifera/blireiana",6450,"REGENT ST"
35731,"0","0","3","None","Lagerstroemia indica",6474,"BENVENUE AV"
35732,"0","0","3.50","None","Celtis sp",5577,"TAFT AV"
35733,"0","0","4","None","Liquidambar styraciflua",505,"ALCATRAZ AV"
35734,"0","0","3","None","Platanus acerifolia",6686,"CHABOT RD"
35735,"0","0","3","None","Acer sp",5547,"CARLTON ST"
35736,"0","0","3","None","Shrub",5433,"THOMAS AV"
35737,"0","0","4","None","Fraxinus sp",475,"NORTH ST"
35738,"3","3","0","None","Callistemon sp",6201,"CLAREMONT AV"
35739,"3","3","0","None","Pyrus calleryana cvs",5296,"COLLEGE AV"
35740,"2.5","2.5","0","Low","Betula sp",0,"BIRCH CT"
35741,"1","1","0","None","Crataegus phaenopyrum",6100,"HARWOOD AV"
35742,"0","0","3","None","Acer sp",5800,"OCEAN VIEW DR"
35743,"0","0","3","None","Pinus sp",6300,"CLAREMONT AV"
35744,"2.5","2.5","0","None","Unknown",5936,"CHABOLYN TR"
35745,"3","6","0","None","Liquidambar styraciflua",391,"ALCATRAZ AV"
35746,"3","8","0","Low","Pistacia chinensis",5432,"BOYD AV"
35747,"0","0","2","None","Crataegus phaenopyrum",5347,"JAMES AV"
35748,"0","0","3","None","Geijera parvifolia",5405,"BELGRAVE PL"
35749,"0","0","5.5","None","Malus floribunda",455,"HUDSON ST"
35750,"0","0","4","None","Fraxinus sp",373,"63RD ST"
35751,"0","0","4","None","Liquidambar styraciflua",6298,"COLBY ST"
35752,"0","0","5","None","Cupressus sp",5445,"BROADWAY"
35753,"0","0","3","None","Pyrus calleryana cvs",5542,"MANILA AV"
35754,"0","0","3","None","Tristaniopsis I. `Elegant",5377,"JAMES AV"
35755,"0","0","2.5","None","Magnolia grandiflora",5829,"COLBY ST"
35756,"0","0","3","None","Other",5225,"BOYD AV"
35757,"0","0","2","None","Other",439,"NORTH ST"
35758,"0","0","3","None","Melaleuca sp",460,"63RD ST"
35759,"0","0","3.50","None","Platanus acerifolia",5563,"LAWTON AV"
35760,"3","5","0","None","Acer sp",5138,"DESMOND ST"
35761,"0","0","2","None","Dead",5844,"CHABOT CT"
35762,"0","0","5","None","Liquidambar styraciflua",375,"62ND ST"
35763,"3","4","0","None","Ulmus parvifolia",6200,"TELEGRAPH AV"
35764,"5","11","0","None","Acer sp",389,"62ND ST"
35765,"3","5","0","Low","Ulmus parvifolia",421,"63RD ST"
35766,"0","0","4","None","Ulmus parvifolia",458,"63RD ST"
35767,"0","0","2.50","None","Other",5321,"MANILA AV"
35768,"4","9","0","None","Liquidambar styraciflua",323,"63RD ST"
35769,"0","0","4","None","Fraxinus sp",6304,"COLBY ST"
35770,"4","9","0","None","Other",6001,"TELEGRAPH AV"
35771,"3","5","0","None","Fraxinus sp",350,"51ST ST"
35772,"0","0","2.50","None","Prunus cerasifera/blireiana",6521,"DANA ST"
35773,"1","4","0","None","Pyrus calleryana cvs",5295,"COLLEGE AV"
35774,"0","0","3.50","None","Pyrus calleryana cvs",6605,"DANA ST"
35775,"3.50","8","0","None","Liquidambar styraciflua",431,"65TH ST"
35776,"2.5","3","0","High","Liquidambar styraciflua",484,"ALCATRAZ AV"
35777,"0","0","5","None","Other",380,"61ST ST"
35778,"0","0","5","None","Liquidambar styraciflua",6536,"TELEGRAPH AV"
35779,"0","0","2.5","None","Fagus sylvatica",479,"65TH ST"
35780,"0","0","5","None","Fraxinus sp",392,"61ST ST"
35781,"0","0","3.50","None","Prunus cerasifera/blireiana",6656,"DANA ST"
35782,"2","2","0","None","Acer sp",384,"61ST ST"
35783,"0","0","3.50","None","Celtis sp",6441,"COLBY ST"
35784,"0","0","3.50","None","Platanus acerifolia",6451,"HILLEGASS AV"
35785,"0","0","3.50","None","Celtis sp",6454,"COLBY ST"
35786,"5","8","0","Low","Platanus acerifolia",6433,"TELEGRAPH AV"
35787,"0","0","1.5","None","Other",87,"ROSS CR"
35788,"0","0","2.50","None","Malus floribunda",459,"62ND ST"
35789,"3","5","0","None","Fraxinus sp",326,"51ST ST"
35790,"0","0","3.5","None","Fagus sylvatica",6508,"DANA ST"
35791,"0","0","5","None","Other",6101,"HILLEGASS AV"
35792,"0","0","4","None","Prunus cerasifera/blireiana",6444,"BENVENUE AV"
35793,"0","0","3.50","None","Fagus sylvatica",6604,"DANA ST"
35794,"0","0","3.50","None","Celtis sp",6456,"COLBY ST"
35795,"0","0","4","None","Celtis sp",462,"61ST ST"
35796,"4","9","0","None","Pistacia chinensis",6129,"TELEGRAPH AV"
35797,"0","0","4","None","Fraxinus sp",386,"63RD ST"
35798,"2.50","4","0","Low","Ginkgo biloba",458,"66TH ST"
35799,"0","0","4","None","Liquidambar styraciflua",390,"62ND ST"
35800,"0","0","4","None","Liquidambar styraciflua",380,"62ND ST"
35801,"0","0","2.50","None","Prunus cerasifera/blireiana",6521,"DANA ST"
35802,"3","3","0","None","Liquidambar styraciflua",0,"None"
35803,"0","0","3.50","None","Platanus acerifolia",6409,"HILLEGASS AV"
35804,"0","0","3.50","None","Arbutus sp",6425,"REGENT ST"
35805,"2","5","0","Moderate","Other",5311,"BOYD AV"
35806,"0","0","3.50","None","Albizia julibrissin",6445,"REGENT ST"
35807,"0","0","3","None","Lagerstroemia indica",6486,"BENVENUE AV"
35808,"4","9","0","None","Liquidambar styraciflua",323,"63RD ST"
35809,"0","0","4","None","Liquidambar styraciflua",372,"62ND ST"
35810,"0","0","3.50","None","Platanus acerifolia",6413,"HILLEGASS AV"
35811,"2.5","5","0","Moderate","Dodonaea sp",444,"62ND ST"
35812,"4","9","0","None","Other",6129,"TELEGRAPH AV"
35813,"0","0","4","None","Platanus acerifolia",6428,"HILLEGASS AV"
35814,"0","0","3","None","Acacia sp",6457,"BENVENUE AV"
35815,"3","2","0","None","Celtis sp",452,"63RD ST"
35816,"4.5","3.5","0","None","Liquidambar styraciflua",6425,"TELEGRAPH AV"
35817,"0","0","0","None","Platanus acerifolia",6406,"HILLEGASS AV"
35818,"5","5","0","None","Celtis sp",6433,"COLBY ST"
35819,"0","0","3","None","Unknown",1811,"11TH AV"
35820,"1","1","0","None","Callistemon sp",2632,"22ND AV"
35821,"12","3","0","None","Liquidambar styraciflua",424,"EAST 15TH ST"
35822,"2","02","0","Moderate","Lophostemon confertus",1221,"EAST 20TH ST"
35823,"4","7","0","None","Liquidambar styraciflua",350,"FOOTHILL BL"
35824,"0","0","2","None","Tristaniopsis laurina",1247,"EAST 19TH ST"
35825,"2","6","0","None","Tristaniopsis laurina",1043,"EAST 18TH ST"
35826,"2","3","0","None","Lagerstroemia indica",701,"EAST 14TH ST"
35827,"0","0","5","None","Liquidambar styraciflua",580,"RADNOR RD"
35828,"0","0","4","None","Pistacia chinensis",1108,"EAST 33RD ST"
35829,"3","3","0","Moderate","Tristaniopsis laurina",1940,"7TH AV"
35830,"3","6","0","Low","Liquidambar styraciflua",483,"EAST 15TH ST"
35831,"4","9","0","None","Pinus sp",421,"EAST 17TH ST"
35832,"2","2.5","0","Low","Callistemon sp",1905,"5TH AV"
35833,"5","5","0","Low","Pistacia chinensis",739,"EAST 12TH ST"
35834,"0","0","3","None","Crataegus phaenopyrum",550,"HADDON RD"
35835,"4","5","0","None","Pyrus calleryana cvs",2541,"9TH AV"
35836,"3","4","0","Low","Pyrus calleryana cvs",406,"EAST 12TH ST"
35837,"0","0","3","None","Albizia julibrissin",1072,"BAY VIEW AV"
35838,"05","010","0","Low","Liquidambar styraciflua",1942,"8TH AV"
35839,"03","020","0","Low","Liquidambar styraciflua",1942,"8TH AV"
35840,"4","4","0","None","Pyrus calleryana cvs",1232,"7TH AV"
35841,"4","6","0","None","Lophostemon confertus",1100,"3RD AV"
35842,"0","0","3.5","None","Ginkgo biloba",425,"EAST 11TH ST"
35843,"0","0","6","None","Cinnamomum camphora",425,"EAST 11TH ST"
35844,"0","0","6","None","Cinnamomum camphora",425,"EAST 11TH ST"
35845,"4","6","0","None","Liquidambar styraciflua",1945,"8TH AV"
35846,"0","0","5","None","Pittosporum undulatum",815,"EAST 22ND ST"
35847,"0","0","4","None","Lophostemon confertus",1624,"9TH AV"
35848,"2","3","0","Low","Callistemon sp",1125,"11TH AV"
35849,"5","18","0","None","Phoenix canariensis",1003,"EAST 14TH ST"
35850,"0","0","5","None","Liquidambar styraciflua",1432,"EAST 32ND ST"
35851,"0","0","4","None","Other",925,"EAST 28TH ST"
35852,"0","0","5","None","Lophostemon confertus",1715,"6TH AV"
35853,"4","5","0","None","Unknown",218,"EAST 14TH ST"
35854,"0","0","5","None","Ligustrum sp",738,"MCKINLEY AV"
35855,"4","4","0","Low","Pyrus calleryana cvs",550,"EAST 12TH ST"
35856,"2","06","0","Low","Lophostemon confertus",1720,"12TH AV"
35857,"3","3","0","None","Lagerstroemia indica",201,"EAST 12TH ST"
35858,"3","3","0","Moderate","Pyrus calleryana cvs",401,"EAST 18TH ST"
35859,"3","3","0","Low","Pyrus calleryana cvs",401,"EAST 18TH ST"
35860,"2","3","0","Moderate","Pyrus calleryana cvs",427,"FOOTHILL BL"
35861,"5","5","0","Low","Phoenix canariensis",711,"EAST 12TH ST"
35862,"5","7","0","None","Quercus sp",812,"EAST 24TH ST"
35863,"0","0","7","None","Magnolia grandiflora",1200,"LAKE SHORE AV"
35864,"3","3","0","None","Dead",1850,"PARK BL"
35865,"0","0","4","None","Magnolia grandiflora",1524,"7TH AV"
35866,"2","3","0","Low","Lophostemon confertus",333,"EAST 12TH ST"
35867,"4","6","0","None","Lophostemon confertus",333,"EAST 12TH ST"
35868,"4","6","0","Low","Lophostemon confertus",333,"EAST 12TH ST"
35869,"2","2","0","Moderate","Unknown",543,"EAST 20TH ST"
35870,"4","4","0","None","Lagerstroemia indica",1148,"EAST 18TH ST"
35871,"3","4","0","Low","Lagerstroemia indica",1148,"EAST 18TH ST"
35872,"3","5","0","None","Malus sp",1215,"9TH AV"
35873,"3","6","0","None","Malus sp",1215,"9TH AV"
35874,"3","6","0","None","Malus sp",1215,"9TH AV"
35875,"5","5","0","Low","Pistacia chinensis",607,"EAST 12TH ST"
35876,"3","3","0","None","Lagerstroemia indica",1629,"11TH AV"
35877,"2","3","0","None","Lagerstroemia indica",655,"EAST 14TH ST"
35878,"4","6","0","None","Pistacia chinensis",655,"EAST 14TH ST"
35879,"0","0","7","None","Phoenix canariensis",655,"EAST 14TH ST"
35880,"3","3","0","None","Lagerstroemia indica",655,"EAST 14TH ST"
35881,"4","38","0","None","Phoenix canariensis",655,"EAST 14TH ST"
35882,"3","3","0","None","Lagerstroemia indica",655,"EAST 14TH ST"
35883,"2","3","0","None","Lagerstroemia indica",655,"EAST 14TH ST"
35884,"3","3","0","Low","Lagerstroemia indica",655,"EAST 14TH ST"
35885,"3","3","0","Low","Pyrus kawakami",265,"EAST 18TH ST"
35886,"4","6","0","None","Prunus sp",1233,"13TH AV"
35887,"4","9","0","None","Liquidambar styraciflua",1550,"5TH AV"
35888,"0","0","4","None","Lophostemon confertus",1955,"10TH AV"
35889,"0","0","3","None","Platanus acerifolia",2824,"13TH AV"
35890,"0","0","2","None","Magnolia grandiflora",1218,"EAST 21ST ST"
35891,"3","3","0","Moderate","Prunus cerasifera/blireiana",647,"EAST 17TH ST"
35892,"3","3","0","None","Prunus cerasifera/blireiana",647,"EAST 17TH ST"
35893,"4","4","0","None","Pyrus calleryana cvs",1222,"5TH AV"
35894,"5","15","0","None","Phoenix canariensis",952,"EAST 14TH ST"
35895,"2","3","0","Low","Lophostemon confertus",250,"EAST 11TH ST"
35896,"2","3","0","High","Lophostemon confertus",250,"EAST 11TH ST"
35897,"2","2","0","None","Acer sp",1224,"EAST 23RD ST"
35898,"3","5","0","High","Malus sp",1139,"13TH AV"
35899,"5","5","0","None","Unknown",610,"EAST 19TH ST"
35900,"03","03","0","Low","Liquidambar styraciflua",1946,"10TH AV"
35901,"0","0","5","None","Pittosporum sp",1621,"6TH AV"
35902,"0","0","5","None","Unknown",1621,"6TH AV"
35903,"3","3","0","Low","Prunus sp",1515,"14TH AV"
35904,"0","0","5","None","Pinus sp",2002,"7TH AV"
35905,"0","0","3","None","Lophostemon confertus",2002,"7TH AV"
35906,"3","3","0","None","Lagerstroemia indica",250,"EAST 18TH ST"
35907,"4","5","0","High","Pyrus kawakami",250,"EAST 18TH ST"
35908,"4","5","0","Low","Tristaniopsis laurina",1841,"6TH AV"
35909,"4","7","0","None","Grevillea robusta",1028,"EAST 23RD ST"
35910,"4","6","0","Low","Pyrus kawakami",247,"EAST 18TH ST"
35911,"4","6","0","Low","Eucalyptus citriodora",247,"EAST 18TH ST"
35912,"0","0","3","None","Prunus sp",1850,"9TH AV"
35913,"3","6","0","Low","Prunus cerasifera/blireiana",1244,"2ND AV"
35914,"2","3","0","High","Liquidambar styraciflua",736,"EAST 15TH ST"
35915,"3","3","0","Low","Unknown",1504,"13TH AV"
35916,"3","3","0","Low","Platanus acerifolia",1111,"EAST 19TH ST"
35917,"5","5","0","Low","Pyrus calleryana cvs",1131,"8TH ST"
35918,"3","6","0","None","Lophostemon confertus",1935,"10TH AV"
35919,"4","8","0","None","Liquidambar styraciflua",1016,"EAST 24TH ST"
35920,"3","3","0","None","Callistemon sp",714,"HILLGIRT CR"
35921,"2","3","0","None","Podocarpus gracilior",928,"EAST 22ND ST"
35922,"0","0","2","None","Pyrus kawakami",2201,"7TH AV"
35923,"4","4","0","None","Acer sp",1221,"EAST 20TH ST"
35924,"0","0","3","None","Liquidambar styraciflua",731,"EAST 20TH ST"
35925,"0","0","4","None","Lophostemon confertus",2003,"9TH AV"
35926,"6","8","0","None","Phoenix canariensis",0,"EAST 14TH ST"
35927,"3","6","0","None","Malus sp",0,"EAST 14TH ST"
35928,"5","9","0","None","Phoenix canariensis",848,"EAST 14TH ST"
35929,"3","4","0","Moderate","Prunus cerasifera/blireiana",1049,"9TH AV"
35930,"3","5","0","Moderate","Prunus cerasifera/blireiana",1049,"9TH AV"
35931,"0","0","4","None","Lophostemon confertus",1924,"7TH AV"
35932,"0","0","3","None","Lagerstroemia indica",2101,"10TH AV"
35933,"0","0","3","None","Jacaranda acutifolia",1234,"EAST 24TH ST"
35934,"4","10","0","None","Pyrus calleryana cvs",1227,"EAST 14TH ST"
35935,"3","4","0","Moderate","Lophostemon confertus",829,"EAST 19TH ST"
35936,"1","1","0","None","Tristaniopsis laurina",2636,"22ND AV"
35937,"4","8","0","Moderate","Grevillea robusta",2140,"9TH AV"
35938,"3","6","0","None","Pistacia chinensis",544,"EAST 14TH ST"
35939,"4","22","0","None","Phoenix canariensis",544,"EAST 14TH ST"
35940,"4","34","0","None","Phoenix canariensis",544,"EAST 14TH ST"
35941,"3","7","0","None","Unknown",1021,"6TH AV"
35942,"2","2","0","None","Ginkgo biloba",604,"HILLSBOROUGH ST"
35943,"0","0","4","None","Lagerstroemia indica",2420,"EAST 22ND ST"
35944,"3","9","0","Moderate","Grevillea robusta",1321,"EAST 23RD ST"
35945,"4","6","0","None","Prunus sp",2760,"26TH AV"
35946,"0","0","4","None","Quercus sp",2418,"12TH AV"
35947,"2","1","0","Low","Pyrus kawakami",334,"HADDON RD"
35948,"0","0","4","None","Grevillea robusta",2739,"10TH AV"
35949,"0","0","4","None","Lagerstroemia indica",401,"ATHOL AV"
35950,"0","0","5","None","Pistacia chinensis",2700,"21ST AV"
35951,"4","6","0","None","Fraxinus o. `Raywood'",0,"FOOTHILL BL"
35952,"3","5","0","None","Platanus acerifolia",1249,"EMBARCADERO"
35953,"0","0","6","None","Cinnamomum camphora",610,"PROSPECT AV"
35954,"0","0","5","None","Liquidambar styraciflua",1444,"EAST 32ND ST"
35955,"4","8","0","Moderate","Pyrus kawakami",766,"MCKINLEY AV"
35956,"4","6","0","None","Lagerstroemia indica",2241,"8TH AV"
35957,"03","05","0","Moderate","Platanus acerifolia",2133,"11TH AV"
35958,"0","0","6","None","Grevillea robusta",2619,"10TH AV"
35959,"2","2","0","None","Juniperus sp",605,"HILLGIRT CR"
35960,"3","3","0","None","Other",1308,"EAST 32ND ST"
35961,"2","5","0","None","Other",1927,"IRVING AV"
35962,"2","02","0","Low","Platanus acerifolia",1817,"EMBARCADERO"
35963,"0","0","4","None","Washingtonia robusta",2401,"9TH AV"
35964,"0","0","4","None","Prunus cerasifera/blireiana",1819,"EAST 24TH ST"
35965,"0","0","0","None","Cupressus sp",919,"PROSPECT AV"
35966,"0","0","3","None","Liquidambar styraciflua",351,"LESTER AV"
35967,"0","0","6","None","Liquidambar styraciflua",351,"LESTER AV"
35968,"02","02","0","Low","Pyrus calleryana cvs",350,"NEWTON AV"
35969,"0","0","4","None","Liquidambar styraciflua",1373,"EAST 25TH ST"
35970,"0","0","3","None","Grevillea robusta",2244,"12TH AV"
35971,"0","0","4","None","Lagerstroemia indica",2525,"EAST 28TH ST"
35972,"0","0","5","None","Liquidambar styraciflua",651,"KENWYN RD"
35973,"0","0","4","None","Grevillea robusta",2206,"9TH AV"
35974,"6","6","0","None","Schinus molle",2708,"21ST AV"
35975,"0","0","2","None","Lagerstroemia indica",442,"STOW AV"
35976,"0","0","3","None","Lagerstroemia indica",2014,"5TH AV"
35977,"0","0","3","None","Magnolia grandiflora",2200,"13TH AV"
35978,"0","0","5","None","Liquidambar styraciflua",630,"KENWYN RD"
35979,"4","4","0","None","Prunus cerasifera/blireiana",2542,"10TH AV"
35980,"2","2","0","High","Acacia baileyana",900,"EAST 19TH ST"
35981,"0","0","4","None","Liquidambar styraciflua",668,"ATHOL AV"
35982,"0","0","7","None","Cupressus sp",612,"HILLGIRT CR"
35983,"0","0","7","None","Cinnamomum camphora",1727,"27TH AV"
35984,"4","8","0","None","Platanus acerifolia",1942,"EMBARCADERO"
35985,"5","12","0","None","Liquidambar styraciflua",2530,"EAST 16TH ST"
35986,"0","0","5","None","Pyrus calleryana cvs",2350,"EAST 27TH ST"
35987,"0","0","4","None","Platanus acerifolia",2901,"22ND AV"
35988,"3","8","0","None","Unknown",2236,"EAST 32ND ST"
35989,"0","0","4","None","Crataegus phaenopyrum",2022,"7TH AV"
35990,"0","0","5","None","Liquidambar styraciflua",641,"KENWYN RD"
35991,"0","0","5","None","Pyrus calleryana cvs",550,"KENWYN RD"
35992,"02","08","0","None","Liquidambar styraciflua",1344,"EAST 25TH ST"
